t,i,j,τ
27205,4,70,2.0
27215,4,70,2.0
27218,4,70,1.0
34667,4,70,1.0
34670,4,70,1.0
34726,4,70,1.0
34734,4,70,1.0
34737,4,70,1.0
34740,4,70,1.0
34742,4,70,1.0
34745,4,70,1.0
34748,4,70,5.0
34755,4,70,4.0
34760,4,70,2.0
34764,4,70,2.0
34770,4,70,1.0
34773,4,70,1.0
34777,4,70,2.0
34780,4,70,7.0
34822,4,70,1.0
34826,4,70,3.0
34831,4,70,1.0
34834,4,70,2.0
34837,4,70,2.0
35218,4,70,2.0
35223,4,70,3.0
35227,4,70,2.0
35766,4,70,3.0
35770,4,70,2.0
38596,4,70,1.0
38622,4,70,1.0
38625,4,70,2.0
38630,4,70,8.0
38639,4,70,1.0
38642,4,70,1.0
38647,4,70,1.0
38649,4,70,1.0
38695,4,70,1.0
38704,4,70,2.0
38707,4,70,2.0
38711,4,70,1.0
38715,4,70,1.0
38770,4,70,3.0
38774,4,70,1.0
38799,4,70,4.0
38804,4,70,1.0
38807,4,70,1.0
38811,4,70,11.0
38823,4,70,9.0
38834,4,70,1.0
38836,4,70,1.0
38838,4,70,8.0
38850,4,70,1.0
38852,4,70,1.0
38854,4,70,1.0
38879,4,70,1.0
38882,4,70,2.0
38974,4,70,1.0
39001,4,70,1.0
39005,4,70,1.0
39007,4,70,3.0
39537,4,70,2.0
39541,4,70,1.0
39545,4,70,1.0
39549,4,70,3.0
39554,4,70,1.0
39556,4,70,1.0
39572,4,70,1.0
39575,4,70,2.0
39579,4,70,1.0
39583,4,70,1.0
39585,4,70,4.0
39598,4,70,1.0
39602,4,70,1.0
39605,4,70,1.0
39615,4,70,2.0
39619,4,70,2.0
39630,4,70,1.0
39632,4,70,11.0
39644,4,70,2.0
39677,4,70,2.0
39681,4,70,2.0
39686,4,70,2.0
39690,4,70,1.0
39694,4,70,2.0
39699,4,70,1.0
39710,4,70,3.0
39714,4,70,15.0
39865,4,70,2.0
39868,4,70,1.0
39870,4,70,1.0
39874,4,70,1.0
39876,4,70,2.0
39881,4,70,7.0
39890,4,70,1.0
39897,4,70,1.0
39900,4,70,5.0
39906,4,70,1.0
39914,4,70,4.0
39919,4,70,3.0
39925,4,70,1.0
39927,4,70,1.0
39931,4,70,1.0
39934,4,70,1.0
39936,4,70,1.0
39938,4,70,2.0
39943,4,70,2.0
39949,4,70,2.0
39952,4,70,9.0
48193,4,70,1.0
48203,4,70,1.0
48208,4,70,1.0
48213,4,70,7.0
48223,4,70,2.0
48228,4,70,1.0
48281,4,70,1.0
48283,4,70,2.0
48286,4,70,4.0
48291,4,70,1.0
48299,4,70,2.0
48305,4,70,1.0
48312,4,70,1.0
48332,4,70,2.0
48340,4,70,3.0
48344,4,70,1.0
48346,4,70,1.0
48349,4,70,4.0
48355,4,70,2.0
48360,4,70,2.0
48439,4,70,1.0
48840,4,70,1.0
52371,4,70,8.0
52381,4,70,1.0
52389,4,70,2.0
52392,4,70,1.0
52401,4,70,1.0
52417,4,70,1.0
53008,4,70,4.0
53018,4,70,1.0
53025,4,70,1.0
53034,4,70,1.0
53038,4,70,1.0
53042,4,70,1.0
53044,4,70,3.0
53058,4,70,1.0
53069,4,70,6.0
53090,4,70,1.0
55516,4,70,4.0
55536,4,70,1.0
55548,4,70,2.0
55554,4,70,2.0
55560,4,70,1.0
55565,4,70,1.0
55568,4,70,3.0
55572,4,70,2.0
55575,4,70,4.0
55581,4,70,2.0
56172,4,70,2.0
56175,4,70,1.0
56177,4,70,1.0
56184,4,70,1.0
56186,4,70,1.0
56191,4,70,1.0
56194,4,70,1.0
56196,4,70,1.0
56203,4,70,1.0
56211,4,70,6.0
56219,4,70,2.0
56222,4,70,1.0
56224,4,70,3.0
56229,4,70,2.0
56232,4,70,3.0
40176,4,74,2.0
40179,4,74,1.0
2,4,84,1.0
49,4,84,5.0
56,4,84,1.0
58,4,84,1.0
65,4,84,4.0
112,4,84,1.0
114,4,84,2.0
121,4,84,1.0
123,4,84,1.0
221,4,84,1.0
223,4,84,2.0
231,4,84,1.0
233,4,84,1.0
237,4,84,5.0
243,4,84,1.0
361,4,84,2.0
364,4,84,1.0
370,4,84,3.0
374,4,84,3.0
378,4,84,45.0
424,4,84,1.0
439,4,84,1.0
445,4,84,2.0
449,4,84,1.0
451,4,84,1.0
1255,4,84,35.0
1291,4,84,3.0
1301,4,84,1.0
1303,4,84,1.0
1375,4,84,1.0
1384,4,84,2.0
1391,4,84,1.0
1396,4,84,4.0
1405,4,84,4.0
1421,4,84,14.0
1480,4,84,3.0
1494,4,84,12.0
1508,4,84,6.0
2474,4,84,1.0
2663,4,84,9.0
3232,4,84,1.0
3315,4,84,2.0
3322,4,84,1.0
3329,4,84,2.0
3471,4,84,1.0
3474,4,84,1.0
3476,4,84,1.0
3557,4,84,4.0
3564,4,84,1.0
3597,4,84,1.0
3599,4,84,1.0
3615,4,84,1.0
3617,4,84,1.0
3659,4,84,1.0
3666,4,84,3.0
3687,4,84,1.0
3689,4,84,1.0
3692,4,84,9.0
3702,4,84,12.0
3717,4,84,3.0
3721,4,84,1.0
3723,4,84,5.0
3740,4,84,1.0
3744,4,84,13.0
3764,4,84,7.0
3772,4,84,3.0
3820,4,84,34.0
3855,4,84,1.0
3974,4,84,1.0
3977,4,84,4.0
3982,4,84,7.0
3990,4,84,1.0
3992,4,84,1.0
3999,4,84,3.0
4006,4,84,3.0
4012,4,84,21.0
4038,4,84,3.0
4043,4,84,1.0
4045,4,84,3.0
4051,4,84,1.0
4053,4,84,18.0
4082,4,84,2.0
4100,4,84,2.0
4106,4,84,5.0
4118,4,84,1.0
4120,4,84,1.0
4280,4,84,1.0
4297,4,84,10.0
4312,4,84,19.0
4342,4,84,1.0
4408,4,84,4.0
4446,4,84,4.0
4453,4,84,3.0
4460,4,84,1.0
4464,4,84,3.0
4468,4,84,4.0
4473,4,84,1.0
4475,4,84,7.0
4510,4,84,11.0
4530,4,84,1.0
4532,4,84,1.0
4537,4,84,6.0
4562,4,84,1.0
4564,4,84,3.0
4568,4,84,7.0
4576,4,84,1.0
4582,4,84,1.0
4584,4,84,4.0
4591,4,84,1.0
4600,4,84,1.0
4602,4,84,3.0
4615,4,84,1.0
4617,4,84,13.0
4632,4,84,1.0
4638,4,84,1.0
4640,4,84,11.0
4729,4,84,1.0
4731,4,84,1.0
4736,4,84,8.0
4748,4,84,1.0
4750,4,84,1.0
4753,4,84,1.0
4789,4,84,13.0
4803,4,84,1.0
4805,4,84,1.0
4808,4,84,1.0
4958,4,84,1.0
4988,4,84,5.0
4995,4,84,5.0
5001,4,84,1.0
5075,4,84,11.0
5233,4,84,1.0
5241,4,84,1.0
5325,4,84,1.0
5644,4,84,4.0
5677,4,84,1.0
5679,4,84,9.0
5691,4,84,1.0
5801,4,84,3.0
5807,4,84,3.0
5812,4,84,3.0
5817,4,84,1.0
5819,4,84,10.0
5830,4,84,4.0
5841,4,84,1.0
5843,4,84,5.0
5849,4,84,4.0
5854,4,84,8.0
5874,4,84,1.0
5877,4,84,2.0
5880,4,84,2.0
5883,4,84,2.0
5886,4,84,3.0
5892,4,84,1.0
5896,4,84,1.0
5903,4,84,3.0
5918,4,84,1.0
5920,4,84,1.0
5922,4,84,1.0
5938,4,84,14.0
5953,4,84,3.0
5957,4,84,1.0
5959,4,84,2.0
5962,4,84,4.0
5970,4,84,1.0
6489,4,84,1.0
6500,4,84,1.0
6512,4,84,1.0
6516,4,84,5.0
6522,4,84,1.0
6554,4,84,1.0
6558,4,84,1.0
6614,4,84,1.0
6616,4,84,3.0
6620,4,84,1.0
6622,4,84,7.0
6632,4,84,1.0
6635,4,84,1.0
6643,4,84,1.0
6711,4,84,1.0
6714,4,84,2.0
6717,4,84,1.0
6774,4,84,1.0
6781,4,84,1.0
6802,4,84,1.0
6950,4,84,1.0
6952,4,84,1.0
7072,4,84,1.0
7094,4,84,1.0
7096,4,84,1.0
7111,4,84,1.0
7113,4,84,2.0
7120,4,84,4.0
7126,4,84,2.0
7129,4,84,3.0
7133,4,84,1.0
7203,4,84,1.0
7234,4,84,1.0
7254,4,84,15.0
7322,4,84,19.0
7342,4,84,1.0
7420,4,84,1.0
7424,4,84,1.0
7433,4,84,1.0
7451,4,84,1.0
7453,4,84,1.0
7488,4,84,8.0
7508,4,84,6.0
7601,4,84,4.0
7657,4,84,1.0
7659,4,84,1.0
7721,4,84,6.0
7730,4,84,1.0
7732,4,84,1.0
7734,4,84,2.0
7738,4,84,12.0
7795,4,84,1.0
7803,4,84,1.0
7809,4,84,1.0
7811,4,84,1.0
7814,4,84,1.0
8241,4,84,1.0
8851,4,84,1.0
9619,4,84,2.0
9623,4,84,2.0
9760,4,84,14.0
9776,4,84,9.0
9786,4,84,2.0
9969,4,84,1.0
10140,4,84,8.0
10197,4,84,1.0
10204,4,84,3.0
12047,4,84,2.0
12050,4,84,1.0
13477,4,84,4.0
13482,4,84,1.0
13784,4,84,1.0
13796,4,84,1.0
13887,4,84,15.0
13908,4,84,1.0
13910,4,84,3.0
13918,4,84,1.0
13920,4,84,7.0
14346,4,84,1.0
14424,4,84,1.0
14664,4,84,1.0
14700,4,84,1.0
16554,4,84,1.0
16556,4,84,4.0
16561,4,84,7.0
16569,4,84,2.0
16578,4,84,1.0
16581,4,84,2.0
16585,4,84,1.0
16588,4,84,1.0
16597,4,84,1.0
16600,4,84,1.0
16604,4,84,3.0
16609,4,84,2.0
16615,4,84,2.0
16618,4,84,6.0
16625,4,84,8.0
16634,4,84,1.0
16640,4,84,1.0
16646,4,84,1.0
16648,4,84,7.0
16658,4,84,1.0
16660,4,84,1.0
16668,4,84,1.0
16670,4,84,2.0
16677,4,84,1.0
16680,4,84,10.0
16699,4,84,13.0
16728,4,84,21.0
16750,4,84,2.0
16753,4,84,2.0
16756,4,84,12.0
16791,4,84,1.0
16794,4,84,1.0
16845,4,84,1.0
16950,4,84,1.0
16952,4,84,1.0
16955,4,84,13.0
16969,4,84,1.0
16971,4,84,1.0
16974,4,84,1.0
16982,4,84,1.0
16984,4,84,6.0
16991,4,84,1.0
16993,4,84,2.0
16996,4,84,3.0
17000,4,84,2.0
17009,4,84,1.0
17019,4,84,2.0
17022,4,84,1.0
17024,4,84,2.0
17039,4,84,3.0
17043,4,84,4.0
17048,4,84,1.0
17051,4,84,1.0
17072,4,84,1.0
17114,4,84,2.0
17118,4,84,1.0
17120,4,84,11.0
17133,4,84,1.0
17136,4,84,1.0
17144,4,84,1.0
17148,4,84,1.0
17165,4,84,1.0
17167,4,84,1.0
17190,4,84,1.0
17193,4,84,14.0
17208,4,84,7.0
17216,4,84,2.0
17224,4,84,6.0
17247,4,84,1.0
17250,4,84,2.0
17253,4,84,1.0
17261,4,84,5.0
17270,4,84,3.0
17277,4,84,4.0
17283,4,84,1.0
17285,4,84,2.0
17289,4,84,1.0
17296,4,84,4.0
17302,4,84,1.0
17326,4,84,1.0
17330,4,84,1.0
17334,4,84,1.0
17342,4,84,11.0
17354,4,84,2.0
17362,4,84,1.0
17378,4,84,1.0
17391,4,84,1.0
17413,4,84,1.0
17415,4,84,2.0
17418,4,84,1.0
17423,4,84,1.0
17429,4,84,1.0
17433,4,84,1.0
17476,4,84,1.0
17518,4,84,5.0
17539,4,84,1.0
17543,4,84,2.0
17546,4,84,1.0
17548,4,84,4.0
17625,4,84,1.0
17628,4,84,1.0
17655,4,84,2.0
17658,4,84,7.0
17666,4,84,14.0
17681,4,84,7.0
17697,4,84,4.0
17702,4,84,1.0
17705,4,84,2.0
17709,4,84,1.0
17712,4,84,1.0
17714,4,84,1.0
17716,4,84,2.0
17721,4,84,2.0
17771,4,84,10.0
17782,4,84,1.0
17784,4,84,15.0
17800,4,84,4.0
17805,4,84,2.0
17808,4,84,2.0
17812,4,84,3.0
17905,4,84,3.0
17909,4,84,2.0
17912,4,84,2.0
17915,4,84,2.0
17918,4,84,11.0
17931,4,84,19.0
17995,4,84,1.0
17999,4,84,9.0
18013,4,84,6.0
18020,4,84,1.0
18022,4,84,7.0
18032,4,84,1.0
18041,4,84,8.0
18050,4,84,1.0
18052,4,84,1.0
18059,4,84,2.0
18062,4,84,1.0
18064,4,84,1.0
18069,4,84,1.0
18071,4,84,1.0
18074,4,84,1.0
18080,4,84,24.0
18105,4,84,4.0
18117,4,84,2.0
18121,4,84,14.0
18137,4,84,4.0
18142,4,84,1.0
18144,4,84,10.0
18156,4,84,1.0
18171,4,84,17.0
18219,4,84,1.0
18222,4,84,1.0
18225,4,84,1.0
18280,4,84,5.0
18297,4,84,2.0
18302,4,84,1.0
18311,4,84,1.0
18323,4,84,2.0
18327,4,84,1.0
18333,4,84,1.0
18342,4,84,1.0
18344,4,84,18.0
18363,4,84,2.0
18366,4,84,4.0
18373,4,84,1.0
18405,4,84,2.0
18408,4,84,2.0
18427,4,84,2.0
18435,4,84,1.0
18472,4,84,1.0
18702,4,84,1.0
18905,4,84,2.0
18911,4,84,2.0
18914,4,84,2.0
18984,4,84,1.0
20613,4,84,8.0
20622,4,84,1.0
20641,4,84,8.0
20651,4,84,1.0
20653,4,84,1.0
20660,4,84,1.0
20886,4,84,1.0
20893,4,84,1.0
20919,4,84,2.0
20923,4,84,1.0
20928,4,84,2.0
20931,4,84,2.0
20934,4,84,2.0
21015,4,84,2.0
21278,4,84,1.0
21447,4,84,1.0
21536,4,84,1.0
21539,4,84,1.0
21573,4,84,1.0
21741,4,84,1.0
21743,4,84,1.0
21980,4,84,1.0
21983,4,84,3.0
22242,4,84,1.0
22246,4,84,1.0
22269,4,84,1.0
22546,4,84,1.0
22596,4,84,1.0
22604,4,84,1.0
22619,4,84,1.0
22622,4,84,1.0
22669,4,84,1.0
22729,4,84,1.0
22761,4,84,1.0
22764,4,84,1.0
22799,4,84,1.0
22845,4,84,1.0
22849,4,84,1.0
22875,4,84,2.0
22878,4,84,3.0
22882,4,84,2.0
22973,4,84,1.0
22982,4,84,1.0
23049,4,84,1.0
23052,4,84,1.0
23068,4,84,1.0
23075,4,84,1.0
23083,4,84,1.0
23088,4,84,1.0
23090,4,84,1.0
23097,4,84,1.0
23154,4,84,16.0
23187,4,84,1.0
23189,4,84,1.0
23192,4,84,1.0
23301,4,84,1.0
23304,4,84,1.0
24900,4,84,2.0
24903,4,84,3.0
25268,4,84,1.0
26433,4,84,1.0
26436,4,84,2.0
26454,4,84,1.0
27582,4,84,1.0
33582,4,84,2.0
33715,4,84,2.0
33719,4,84,1.0
33793,4,84,1.0
33797,4,84,1.0
33801,4,84,4.0
33807,4,84,3.0
33811,4,84,3.0
33894,4,84,1.0
33916,4,84,2.0
33920,4,84,2.0
33923,4,84,1.0
33927,4,84,1.0
33996,4,84,1.0
34000,4,84,1.0
34163,4,84,8.0
34188,4,84,1.0
34192,4,84,1.0
34196,4,84,3.0
34200,4,84,3.0
34204,4,84,1.0
34206,4,84,1.0
34209,4,84,1.0
34214,4,84,1.0
34219,4,84,2.0
34222,4,84,11.0
34237,4,84,1.0
34256,4,84,3.0
34260,4,84,2.0
34271,4,84,1.0
34361,4,84,2.0
34365,4,84,2.0
34414,4,84,1.0
34419,4,84,2.0
34422,4,84,3.0
34440,4,84,1.0
34443,4,84,3.0
34452,4,84,19.0
34472,4,84,2.0
34475,4,84,3.0
34487,4,84,1.0
34513,4,84,2.0
34517,4,84,1.0
34556,4,84,1.0
34561,4,84,1.0
34566,4,84,1.0
34568,4,84,1.0
34576,4,84,2.0
34579,4,84,2.0
34583,4,84,1.0
34586,4,84,2.0
34590,4,84,1.0
34594,4,84,1.0
34596,4,84,1.0
34598,4,84,1.0
34681,4,84,1.0
34684,4,84,3.0
34696,4,84,1.0
34700,4,84,1.0
34855,4,84,2.0
34858,4,84,5.0
34865,4,84,4.0
34872,4,84,6.0
34879,4,84,3.0
34883,4,84,2.0
34887,4,84,1.0
34891,4,84,2.0
34894,4,84,1.0
34896,4,84,1.0
34898,4,84,1.0
34912,4,84,1.0
34931,4,84,1.0
34933,4,84,3.0
34937,4,84,11.0
34949,4,84,3.0
34953,4,84,3.0
34960,4,84,9.0
34970,4,84,1.0
34972,4,84,1.0
34981,4,84,1.0
34993,4,84,3.0
34997,4,84,8.0
35095,4,84,1.0
35099,4,84,2.0
35102,4,84,2.0
35105,4,84,3.0
35109,4,84,6.0
35116,4,84,3.0
35120,4,84,6.0
35128,4,84,2.0
35134,4,84,2.0
35142,4,84,1.0
35144,4,84,3.0
35148,4,84,2.0
35152,4,84,4.0
35162,4,84,2.0
35166,4,84,4.0
35173,4,84,9.0
35183,4,84,3.0
35187,4,84,5.0
35193,4,84,2.0
35196,4,84,3.0
35200,4,84,1.0
35202,4,84,3.0
35206,4,84,9.0
35346,4,84,1.0
35350,4,84,1.0
35357,4,84,1.0
35370,4,84,4.0
35376,4,84,2.0
35390,4,84,2.0
35393,4,84,7.0
35409,4,84,1.0
35412,4,84,1.0
35414,4,84,2.0
35427,4,84,1.0
35436,4,84,3.0
35441,4,84,1.0
35444,4,84,1.0
35451,4,84,3.0
35583,4,84,1.0
35691,4,84,1.0
35695,4,84,1.0
35757,4,84,2.0
35761,4,84,1.0
36050,4,84,1.0
38421,4,84,1.0
38453,4,84,1.0
38457,4,84,1.0
38469,4,84,2.0
38472,4,84,7.0
38524,4,84,1.0
38536,4,84,1.0
38540,4,84,1.0
38549,4,84,3.0
38553,4,84,3.0
38557,4,84,3.0
38561,4,84,9.0
38572,4,84,8.0
38581,4,84,1.0
38586,4,84,1.0
38588,4,84,1.0
38590,4,84,1.0
38592,4,84,1.0
38599,4,84,2.0
38603,4,84,3.0
38608,4,84,1.0
38613,4,84,1.0
38620,4,84,2.0
38625,4,84,1.0
38627,4,84,9.0
38637,4,84,4.0
38648,4,84,2.0
38695,4,84,16.0
38723,4,84,1.0
38728,4,84,3.0
38733,4,84,1.0
38745,4,84,2.0
38748,4,84,4.0
38753,4,84,2.0
38761,4,84,1.0
38873,4,84,1.0
38876,4,84,2.0
38923,4,84,1.0
38926,4,84,2.0
38930,4,84,1.0
38934,4,84,1.0
38938,4,84,1.0
38950,4,84,2.0
38954,4,84,1.0
38956,4,84,1.0
38960,4,84,1.0
38977,4,84,2.0
38988,4,84,13.0
39003,4,84,2.0
39006,4,84,1.0
39008,4,84,1.0
39012,4,84,3.0
39016,4,84,1.0
39018,4,84,3.0
39022,4,84,2.0
39027,4,84,1.0
39031,4,84,8.0
39054,4,84,1.0
39063,4,84,1.0
39073,4,84,1.0
39075,4,84,1.0
39077,4,84,1.0
39079,4,84,1.0
39085,4,84,1.0
39101,4,84,1.0
39104,4,84,3.0
39109,4,84,1.0
39115,4,84,1.0
39154,4,84,1.0
39167,4,84,1.0
39170,4,84,3.0
39174,4,84,3.0
39178,4,84,3.0
39183,4,84,1.0
39187,4,84,4.0
39194,4,84,1.0
39199,4,84,9.0
39210,4,84,2.0
39219,4,84,1.0
39222,4,84,2.0
39227,4,84,2.0
39248,4,84,2.0
39251,4,84,3.0
39255,4,84,1.0
39314,4,84,2.0
39318,4,84,2.0
39322,4,84,3.0
39370,4,84,20.0
39400,4,84,1.0
39404,4,84,1.0
39407,4,84,1.0
39455,4,84,1.0
39458,4,84,1.0
39505,4,84,3.0
39538,4,84,2.0
39543,4,84,2.0
39548,4,84,2.0
39580,4,84,1.0
39646,4,84,1.0
39649,4,84,1.0
39653,4,84,9.0
39665,4,84,1.0
39669,4,84,1.0
39672,4,84,1.0
39676,4,84,1.0
39689,4,84,1.0
39693,4,84,1.0
39707,4,84,1.0
39975,4,84,4.0
39980,4,84,3.0
39986,4,84,1.0
39989,4,84,1.0
39992,4,84,1.0
39995,4,84,1.0
40000,4,84,1.0
40009,4,84,1.0
40013,4,84,1.0
40015,4,84,1.0
40022,4,84,1.0
40024,4,84,1.0
40026,4,84,1.0
40028,4,84,2.0
40032,4,84,8.0
40041,4,84,3.0
40045,4,84,2.0
40060,4,84,1.0
40073,4,84,3.0
40077,4,84,3.0
40082,4,84,1.0
40111,4,84,2.0
40114,4,84,1.0
40116,4,84,1.0
40118,4,84,1.0
40127,4,84,1.0
40129,4,84,7.0
40137,4,84,8.0
40149,4,84,1.0
40157,4,84,1.0
40161,4,84,3.0
40167,4,84,1.0
40169,4,84,4.0
40175,4,84,1.0
40177,4,84,1.0
40225,4,84,2.0
40230,4,84,2.0
40236,4,84,3.0
40240,4,84,17.0
40258,4,84,6.0
40265,4,84,3.0
40269,4,84,1.0
40271,4,84,4.0
40276,4,84,5.0
40282,4,84,17.0
40300,4,84,1.0
40302,4,84,2.0
40305,4,84,1.0
40307,4,84,1.0
40311,4,84,1.0
40327,4,84,3.0
40332,4,84,3.0
40336,4,84,2.0
40339,4,84,3.0
40343,4,84,3.0
40347,4,84,1.0
40355,4,84,1.0
40357,4,84,1.0
40359,4,84,5.0
40366,4,84,2.0
40373,4,84,1.0
40375,4,84,3.0
40390,4,84,1.0
40394,4,84,1.0
40398,4,84,1.0
40409,4,84,2.0
40412,4,84,6.0
