t,i,j,τ
1046,21,48,1.0
1049,21,48,1.0
1058,21,48,1.0
787,21,66,1.0
789,21,66,2.0
934,21,66,1.0
955,21,66,1.0
958,21,66,2.0
1009,21,66,1.0
1020,21,66,1.0
1024,21,66,1.0
1037,21,66,1.0
1040,21,66,4.0
1046,21,66,4.0
1069,21,66,1.0
1071,21,66,1.0
1079,21,66,1.0
9413,21,80,1.0
9105,21,101,1.0
9213,21,101,1.0
9219,21,101,1.0
9570,21,101,1.0
9574,21,101,2.0
9595,21,101,1.0
9715,21,101,1.0
39643,21,101,3.0
39921,21,101,2.0
39924,21,101,1.0
39926,21,101,1.0
39929,21,101,2.0
39980,21,101,3.0
40656,21,101,2.0
60,21,150,1.0
62,21,150,1.0
154,21,150,1.0
174,21,150,1.0
91,21,179,1.0
9576,21,179,1.0
62,21,205,1.0
82,21,205,1.0
1012,21,209,1.0
1016,21,209,1.0
39929,21,253,1.0
284,21,431,1.0
261,21,603,1.0
35085,21,804,1.0
39294,21,875,1.0
48268,21,875,1.0
8808,29,39,1.0
9759,29,39,3.0
9763,29,39,1.0
9779,29,39,8.0
9788,29,39,3.0
9795,29,39,3.0
9818,29,39,1.0
9824,29,39,1.0
9826,29,39,1.0
9832,29,39,1.0
9835,29,39,1.0
43612,29,39,1.0
43673,29,39,1.0
581,29,56,5.0
587,29,56,1.0
431,29,79,1.0
348,29,95,1.0
722,29,95,2.0
1039,29,95,1.0
9561,29,95,2.0
9704,29,95,2.0
10021,29,95,3.0
10121,29,95,3.0
17843,29,95,1.0
17846,29,95,1.0
17854,29,95,4.0
30972,29,95,3.0
35244,29,95,6.0
35255,29,95,3.0
30601,29,113,2.0
39185,29,113,1.0
39188,29,113,1.0
10009,29,116,1.0
8777,29,120,1.0
8812,29,120,3.0
34689,29,120,2.0
34695,29,120,1.0
34839,29,122,1.0
40140,29,123,1.0
48288,29,123,1.0
34808,29,194,1.0
43934,29,194,1.0
48117,29,213,1.0
1235,29,222,2.0
9706,29,222,1.0
39300,29,222,1.0
30931,29,223,1.0
34839,29,267,1.0
298,29,271,1.0
35597,29,311,1.0
35627,29,311,1.0
17608,29,496,2.0
10421,29,513,1.0
34863,29,513,1.0
35076,29,513,1.0
8853,29,662,1.0
8867,29,662,1.0
8869,29,662,3.0
48104,29,662,1.0
35805,29,779,3.0
35810,29,779,19.0
44613,29,791,1.0
48108,29,791,1.0
30491,29,819,1.0
30493,29,819,1.0
30496,29,819,4.0
30506,29,819,1.0
14441,35,185,1.0
4666,35,210,1.0
4669,35,210,1.0
4671,35,210,3.0
13258,35,253,1.0
48807,35,255,1.0
14350,35,265,1.0
30562,35,265,1.0
34975,35,265,4.0
34986,35,265,1.0
35000,35,265,5.0
43458,35,265,1.0
14356,35,268,3.0
39392,35,268,1.0
48702,35,268,1.0
13117,35,273,1.0
43734,35,743,1.0
35322,35,778,1.0
36292,35,778,1.0
43641,35,778,1.0
9067,35,804,1.0
6001,35,826,1.0
17857,35,826,1.0
17910,35,826,1.0
17914,35,826,2.0
17919,35,826,6.0
17963,35,826,1.0
31950,35,826,1.0
36046,35,826,1.0
47680,35,826,1.0
5657,35,845,1.0
5310,39,79,1.0
9098,39,79,1.0
13314,39,79,1.0
13700,39,79,3.0
47842,39,79,1.0
44136,39,87,2.0
4583,39,95,2.0
48573,39,95,1.0
48764,39,95,1.0
49004,39,95,1.0
49006,39,95,4.0
49013,39,95,1.0
49022,39,95,1.0
825,39,113,2.0
837,39,113,1.0
8754,39,113,2.0
8805,39,113,2.0
8808,39,113,2.0
8817,39,113,8.0
13687,39,113,1.0
13692,39,113,3.0
13754,39,113,6.0
13762,39,113,1.0
31985,39,113,1.0
39098,39,113,4.0
39163,39,113,1.0
39167,39,113,1.0
39170,39,113,1.0
39172,39,113,1.0
39604,39,113,2.0
43388,39,113,1.0
40577,39,119,2.0
40582,39,119,2.0
137,39,120,2.0
140,39,120,2.0
143,39,120,2.0
160,39,120,5.0
169,39,120,1.0
172,39,120,5.0
13968,39,120,1.0
13985,39,120,4.0
39765,39,123,1.0
43450,39,123,2.0
43596,39,123,1.0
43602,39,123,1.0
14077,39,181,1.0
43943,39,181,1.0
43961,39,181,1.0
44780,39,181,2.0
44788,39,181,1.0
13420,39,184,1.0
13749,39,194,4.0
13754,39,194,1.0
13756,39,194,3.0
13760,39,194,1.0
13762,39,194,1.0
13955,39,194,2.0
13965,39,194,1.0
13968,39,194,1.0
13985,39,194,5.0
43950,39,194,1.0
43960,39,194,2.0
44134,39,194,2.0
44138,39,194,1.0
44142,39,194,6.0
44163,39,194,4.0
44168,39,194,3.0
48566,39,194,1.0
783,39,205,1.0
1062,39,205,5.0
1718,39,205,3.0
18404,39,205,1.0
43905,39,205,1.0
48783,39,222,1.0
47820,39,223,1.0
18035,39,242,2.0
18039,39,242,1.0
73,39,253,1.0
1053,39,267,1.0
13420,39,267,1.0
39155,39,267,1.0
14736,39,272,1.0
43604,39,496,3.0
13954,39,662,3.0
13965,39,662,2.0
13968,39,662,2.0
13988,39,662,1.0
17511,39,662,5.0
17517,39,662,5.0
17523,39,662,2.0
17528,39,662,2.0
31170,39,662,1.0
31182,39,662,1.0
39307,39,662,1.0
43396,39,662,1.0
44537,39,662,2.0
47845,39,662,1.0
44144,39,743,2.0
14741,39,751,1.0
43373,39,779,1.0
43375,39,779,1.0
43377,39,779,1.0
43380,39,779,2.0
43387,39,779,1.0
1769,39,804,1.0
4461,39,819,2.0
43361,39,819,1.0
43396,39,819,1.0
13228,48,50,2.0
35553,48,50,1.0
784,48,66,4.0
791,48,66,1.0
961,48,66,1.0
968,48,66,1.0
1004,48,66,2.0
1008,48,66,2.0
1020,48,66,1.0
1023,48,66,3.0
1040,48,66,1.0
1042,48,66,3.0
1046,48,66,13.0
1079,48,66,1.0
965,48,80,1.0
18051,48,80,1.0
18051,48,132,1.0
790,48,134,1.0
35552,48,134,2.0
945,48,179,2.0
949,48,179,3.0
763,48,209,3.0
778,48,209,1.0
787,48,209,4.0
18962,48,209,1.0
30536,48,209,1.0
30856,48,209,1.0
30859,48,209,1.0
36145,48,209,1.0
36153,48,209,1.0
36155,48,209,3.0
44077,48,209,1.0
44083,48,209,1.0
44853,48,209,5.0
48488,48,209,1.0
48490,48,209,1.0
13227,48,311,1.0
35493,48,431,1.0
943,48,804,1.0
39111,48,804,1.0
39113,48,804,1.0
39115,48,804,1.0
4581,48,875,1.0
5773,48,875,1.0
30430,48,875,1.0
17870,50,80,1.0
17961,50,80,2.0
39951,50,80,7.0
39969,50,80,2.0
39988,50,80,2.0
39996,50,80,1.0
40024,50,80,1.0
40026,50,80,2.0
40041,50,80,1.0
44470,50,80,1.0
48143,50,80,1.0
48147,50,80,1.0
1061,50,102,1.0
31530,50,102,7.0
31538,50,102,1.0
31542,50,102,1.0
31571,50,102,3.0
35196,50,102,2.0
35206,50,102,1.0
35213,50,102,3.0
35217,50,102,1.0
35438,50,102,1.0
35446,50,102,1.0
39202,50,102,1.0
39222,50,102,1.0
39255,50,102,2.0
39591,50,102,1.0
39593,50,102,1.0
39984,50,102,4.0
43442,50,102,1.0
48494,50,102,1.0
14561,50,119,1.0
14567,50,119,2.0
14572,50,119,3.0
4696,50,131,1.0
4700,50,131,6.0
4707,50,131,1.0
4709,50,131,1.0
4711,50,131,1.0
14172,50,131,1.0
31434,50,131,6.0
31465,50,131,2.0
31472,50,131,3.0
31479,50,131,1.0
31527,50,131,1.0
31539,50,131,2.0
31553,50,131,2.0
31572,50,131,1.0
31579,50,131,1.0
31599,50,131,3.0
35447,50,131,1.0
13914,50,134,1.0
13916,50,134,1.0
36361,50,134,2.0
43957,50,134,3.0
43974,50,134,1.0
43979,50,134,1.0
44035,50,134,1.0
44038,50,134,4.0
44044,50,134,2.0
44047,50,134,2.0
44051,50,134,1.0
44863,50,134,2.0
288,50,179,1.0
39620,50,179,1.0
9407,50,209,3.0
18064,50,240,1.0
18068,50,240,2.0
18191,50,240,1.0
18201,50,240,1.0
9569,50,265,1.0
10254,50,265,1.0
39420,50,275,1.0
43462,50,285,1.0
43978,50,285,1.0
13227,50,311,1.0
14036,50,311,1.0
14137,50,311,2.0
14151,50,311,1.0
14155,50,311,1.0
14171,50,311,1.0
30594,50,311,1.0
30596,50,311,3.0
30604,50,311,1.0
30606,50,311,4.0
30615,50,311,6.0
30870,50,311,1.0
39267,50,311,4.0
39272,50,311,5.0
39280,50,311,62.0
39352,50,311,1.0
39363,50,311,1.0
39365,50,311,1.0
542,50,335,1.0
8901,50,335,2.0
14725,50,335,1.0
13248,50,762,2.0
17871,50,762,1.0
17874,50,762,1.0
17907,50,762,1.0
18947,50,762,2.0
40101,50,762,2.0
40104,50,762,1.0
709,50,771,2.0
1086,50,771,1.0
8901,50,771,1.0
8904,50,771,1.0
8924,50,771,1.0
14466,50,771,2.0
14469,50,771,1.0
14472,50,771,2.0
14476,50,771,1.0
14479,50,771,1.0
14483,50,771,1.0
14485,50,771,1.0
14512,50,771,2.0
14524,50,771,1.0
14529,50,771,1.0
14539,50,771,1.0
14553,50,771,1.0
14567,50,771,1.0
17561,50,771,1.0
39144,50,784,2.0
47775,50,784,1.0
35422,50,804,1.0
35443,50,804,2.0
35446,50,804,1.0
35479,50,804,1.0
35511,50,804,2.0
35532,50,804,1.0
39105,50,804,1.0
39110,50,804,1.0
40526,50,804,1.0
8885,50,826,1.0
1105,50,875,1.0
1425,50,875,1.0
13729,50,875,1.0
17825,50,875,1.0
17842,50,875,1.0
17845,50,875,1.0
17850,50,875,1.0
31977,50,875,4.0
35060,50,875,6.0
39154,50,875,1.0
39159,50,875,2.0
39162,50,875,1.0
39165,50,875,1.0
39401,50,875,1.0
43959,50,875,5.0
43966,50,875,1.0
48261,50,875,2.0
13233,56,95,1.0
13927,56,95,2.0
35092,56,102,1.0
43349,56,102,1.0
13924,56,105,1.0
14014,56,132,1.0
14510,56,132,1.0
14698,56,132,1.0
31228,56,132,1.0
31230,56,132,1.0
31232,56,132,3.0
31281,56,132,1.0
31284,56,132,1.0
31348,56,132,3.0
31368,56,132,1.0
31408,56,132,1.0
31609,56,132,1.0
31984,56,132,2.0
31987,56,132,4.0
31992,56,132,2.0
31995,56,132,2.0
32006,56,132,2.0
32014,56,132,3.0
32018,56,132,3.0
32023,56,132,1.0
34799,56,132,1.0
39821,56,132,4.0
40099,56,132,1.0
40488,56,132,1.0
40517,56,132,1.0
40523,56,132,1.0
40540,56,132,1.0
40662,56,132,2.0
40665,56,132,3.0
40669,56,132,1.0
40676,56,132,1.0
40682,56,132,2.0
40685,56,132,1.0
40687,56,132,1.0
40690,56,132,1.0
40692,56,132,3.0
40696,56,132,2.0
40699,56,132,2.0
40702,56,132,2.0
40706,56,132,1.0
40709,56,132,1.0
40711,56,132,1.0
40746,56,132,2.0
40760,56,132,1.0
40762,56,132,1.0
43442,56,132,1.0
43448,56,132,1.0
43451,56,132,5.0
43457,56,132,1.0
43459,56,132,1.0
43464,56,132,4.0
43469,56,132,2.0
43472,56,132,1.0
43474,56,132,2.0
43477,56,132,2.0
43490,56,132,1.0
44110,56,132,1.0
44588,56,132,1.0
44677,56,132,1.0
48706,56,132,1.0
48709,56,132,1.0
48713,56,132,1.0
49287,56,132,1.0
35038,56,154,1.0
14003,56,172,1.0
13258,56,181,1.0
242,56,194,2.0
5395,56,194,2.0
5297,56,205,4.0
5325,56,205,2.0
13925,56,205,1.0
5288,56,265,1.0
13924,56,267,5.0
14003,56,272,2.0
13270,56,311,1.0
13273,56,311,1.0
13416,56,311,1.0
13418,56,311,1.0
35186,56,431,1.0
35204,56,431,2.0
35226,56,431,1.0
14333,56,778,1.0
5345,56,786,2.0
48091,56,791,2.0
43910,56,804,1.0
5302,56,819,1.0
5308,56,819,1.0
5315,56,819,2.0
5327,56,819,1.0
5329,56,819,1.0
5395,56,819,2.0
542,56,939,1.0
13263,56,939,2.0
13267,56,939,6.0
35039,56,939,2.0
35042,56,939,1.0
35090,56,939,1.0
35093,56,939,1.0
35113,56,939,1.0
35120,56,939,1.0
35212,56,939,2.0
35219,56,939,10.0
35244,56,939,1.0
43600,63,87,1.0
10019,63,95,1.0
1417,63,105,2.0
5338,63,116,1.0
5340,63,116,6.0
5347,63,116,7.0
5356,63,116,1.0
5360,63,116,17.0
9653,63,116,10.0
9666,63,116,2.0
9673,63,116,1.0
9697,63,116,1.0
9700,63,116,1.0
31940,63,122,1.0
36298,63,122,2.0
39314,63,122,1.0
18050,63,132,1.0
9788,63,150,1.0
17624,63,150,4.0
17629,63,150,3.0
17643,63,150,2.0
17651,63,150,3.0
17688,63,150,1.0
17717,63,150,1.0
17737,63,150,1.0
17749,63,150,1.0
17787,63,150,1.0
17792,63,150,1.0
17794,63,150,2.0
17852,63,150,1.0
17856,63,150,3.0
17860,63,150,1.0
17862,63,150,1.0
17956,63,150,2.0
17982,63,150,1.0
17989,63,150,1.0
18030,63,150,1.0
18032,63,150,1.0
18043,63,150,1.0
30985,63,150,1.0
31261,63,150,1.0
31359,63,150,3.0
31372,63,150,1.0
31374,63,150,1.0
35264,63,150,1.0
9730,63,153,1.0
9778,63,153,1.0
14475,63,153,1.0
35784,63,153,3.0
36154,63,153,1.0
39594,63,153,1.0
43620,63,153,2.0
43633,63,153,1.0
43651,63,153,2.0
43655,63,153,9.0
1356,63,154,1.0
9725,63,154,2.0
9781,63,154,1.0
35052,63,154,1.0
35084,63,154,1.0
35263,63,154,2.0
35266,63,154,1.0
36118,63,154,1.0
36148,63,154,5.0
36154,63,154,1.0
43928,63,154,1.0
43908,63,164,1.0
18740,63,205,1.0
34956,63,213,1.0
34959,63,213,1.0
30985,63,222,1.0
44272,63,223,1.0
18318,63,240,1.0
18740,63,267,1.0
812,63,271,1.0
35266,63,271,2.0
35736,63,271,1.0
30834,63,431,1.0
30534,63,448,1.0
474,63,481,1.0
483,63,481,5.0
489,63,481,2.0
493,63,481,3.0
498,63,481,2.0
502,63,481,1.0
695,63,481,1.0
810,63,481,1.0
1062,63,481,1.0
1402,63,481,2.0
1407,63,481,1.0
1423,63,481,2.0
1428,63,481,2.0
5061,63,481,1.0
5065,63,481,1.0
5247,63,481,3.0
5255,63,481,9.0
5265,63,481,1.0
5268,63,481,2.0
5272,63,481,11.0
5284,63,481,16.0
5301,63,481,1.0
5303,63,481,10.0
5318,63,481,1.0
5323,63,481,1.0
5327,63,481,1.0
5329,63,481,9.0
5344,63,481,1.0
5347,63,481,7.0
5359,63,481,1.0
5361,63,481,4.0
5366,63,481,8.0
5375,63,481,1.0
5377,63,481,1.0
5382,63,481,1.0
5387,63,481,5.0
5393,63,481,1.0
5395,63,481,4.0
5400,63,481,1.0
5402,63,481,1.0
5643,63,481,2.0
5651,63,481,2.0
5663,63,481,1.0
5668,63,481,1.0
6060,63,481,1.0
6065,63,481,1.0
6067,63,481,1.0
9301,63,481,1.0
9343,63,481,1.0
9447,63,481,1.0
9456,63,481,1.0
9458,63,481,1.0
9487,63,481,1.0
9556,63,481,1.0
9558,63,481,2.0
9576,63,481,3.0
9618,63,481,1.0
9620,63,481,1.0
9622,63,481,1.0
9656,63,481,1.0
9658,63,481,1.0
9703,63,481,2.0
9850,63,481,5.0
13232,63,481,1.0
13374,63,481,1.0
13376,63,481,1.0
13552,63,481,2.0
14026,63,481,1.0
14396,63,481,1.0
14402,63,481,1.0
14527,63,481,1.0
14704,63,481,1.0
14727,63,481,1.0
14731,63,481,1.0
17523,63,481,2.0
18040,63,481,2.0
18049,63,481,2.0
18746,63,481,1.0
30576,63,481,1.0
30660,63,481,1.0
30843,63,481,1.0
30984,63,481,1.0
31357,63,481,1.0
31373,63,481,1.0
31952,63,481,2.0
31960,63,481,1.0
31962,63,481,1.0
32030,63,481,2.0
34861,63,481,1.0
34887,63,481,1.0
34893,63,481,5.0
34922,63,481,2.0
34926,63,481,2.0
34929,63,481,1.0
34941,63,481,2.0
34988,63,481,1.0
34996,63,481,1.0
35004,63,481,2.0
35010,63,481,1.0
35063,63,481,1.0
35068,63,481,1.0
35070,63,481,2.0
35074,63,481,2.0
35087,63,481,2.0
35145,63,481,1.0
35158,63,481,1.0
35172,63,481,1.0
35209,63,481,1.0
35214,63,481,1.0
35650,63,481,6.0
35919,63,481,1.0
35979,63,481,1.0
35999,63,481,1.0
36301,63,481,1.0
39185,63,481,2.0
39189,63,481,1.0
39389,63,481,6.0
39396,63,481,3.0
39401,63,481,1.0
39403,63,481,1.0
39408,63,481,2.0
39551,63,481,1.0
39564,63,481,2.0
39567,63,481,1.0
43454,63,481,2.0
43466,63,481,1.0
43470,63,481,1.0
43472,63,481,4.0
43477,63,481,2.0
43480,63,481,1.0
43484,63,481,25.0
43520,63,481,1.0
43525,63,481,1.0
43558,63,481,1.0
43611,63,481,1.0
44135,63,481,1.0
44146,63,481,1.0
44182,63,481,4.0
44272,63,481,1.0
44292,63,481,9.0
44320,63,481,1.0
44410,63,481,1.0
44449,63,481,7.0
44457,63,481,1.0
44495,63,481,1.0
44521,63,481,3.0
44550,63,481,1.0
44561,63,481,1.0
44643,63,481,1.0
44857,63,481,1.0
47804,63,481,1.0
47807,63,481,3.0
47826,63,481,1.0
47829,63,481,1.0
47833,63,481,3.0
49004,63,481,1.0
17633,63,492,9.0
17647,63,492,1.0
17650,63,492,1.0
17664,63,492,2.0
17668,63,492,1.0
17674,63,492,1.0
17681,63,492,1.0
17688,63,492,1.0
17691,63,492,3.0
17698,63,492,3.0
17702,63,492,1.0
17704,63,492,1.0
17759,63,492,1.0
17761,63,492,6.0
17770,63,492,2.0
17789,63,492,2.0
17819,63,492,1.0
17841,63,492,1.0
17852,63,492,1.0
17893,63,492,4.0
17900,63,492,2.0
17903,63,492,2.0
17906,63,492,3.0
17935,63,492,1.0
17940,63,492,2.0
17943,63,492,2.0
17948,63,492,2.0
17954,63,492,1.0
17969,63,492,1.0
17983,63,492,3.0
17992,63,492,1.0
17997,63,492,1.0
17999,63,492,3.0
18009,63,492,5.0
18023,63,492,1.0
18030,63,492,1.0
5411,63,499,2.0
5414,63,499,1.0
9447,63,499,1.0
18570,63,499,1.0
31434,63,499,1.0
34899,63,499,1.0
43595,63,499,1.0
44291,63,499,1.0
44317,63,499,1.0
44762,63,499,2.0
14465,63,533,2.0
17630,63,533,1.0
17632,63,533,2.0
17648,63,533,1.0
17654,63,533,2.0
17663,63,533,2.0
17789,63,533,1.0
17909,63,533,1.0
18030,63,533,2.0
34898,63,533,1.0
34953,63,533,1.0
35227,63,533,3.0
35232,63,533,1.0
39382,63,533,1.0
44283,63,533,6.0
9786,63,601,3.0
31445,63,662,1.0
9232,63,709,1.0
9339,63,709,2.0
9454,63,709,1.0
9457,63,709,1.0
9459,63,709,1.0
9461,63,709,3.0
9475,63,709,1.0
9517,63,709,1.0
9535,63,709,1.0
9539,63,709,2.0
9547,63,709,1.0
9558,63,709,1.0
9576,63,709,1.0
9579,63,709,2.0
9593,63,709,1.0
9600,63,709,1.0
9657,63,709,2.0
9661,63,709,3.0
9665,63,709,3.0
9669,63,709,5.0
9675,63,709,1.0
9699,63,709,3.0
9704,63,709,3.0
9716,63,709,1.0
9721,63,709,2.0
10002,63,709,1.0
10089,63,709,1.0
13601,63,709,1.0
17621,63,709,1.0
17643,63,709,1.0
17775,63,709,1.0
18031,63,709,1.0
18516,63,709,1.0
30516,63,709,1.0
30518,63,709,1.0
30520,63,709,3.0
30524,63,709,1.0
30530,63,709,1.0
30532,63,709,1.0
31498,63,709,1.0
31500,63,709,1.0
31770,63,709,1.0
31775,63,709,2.0
31942,63,709,2.0
31945,63,709,1.0
31947,63,709,1.0
32032,63,709,1.0
34961,63,709,2.0
34990,63,709,1.0
34992,63,709,2.0
35003,63,709,1.0
35007,63,709,1.0
35009,63,709,1.0
35024,63,709,1.0
35028,63,709,2.0
35665,63,709,4.0
35674,63,709,1.0
35681,63,709,1.0
35929,63,709,2.0
35998,63,709,10.0
39125,63,709,1.0
39327,63,709,1.0
39379,63,709,3.0
39383,63,709,4.0
39425,63,709,1.0
39427,63,709,3.0
39433,63,709,2.0
39506,63,709,1.0
44158,63,709,1.0
44389,63,709,1.0
44550,63,709,2.0
44553,63,709,3.0
44638,63,709,1.0
47792,63,709,1.0
47801,63,709,2.0
47820,63,709,1.0
48228,63,709,2.0
35156,63,765,1.0
35052,63,779,1.0
785,66,102,6.0
933,66,102,1.0
938,66,179,1.0
782,66,196,1.0
777,66,209,1.0
783,66,209,1.0
785,66,209,2.0
790,66,209,1.0
952,66,804,1.0
1037,79,95,1.0
1049,79,95,1.0
971,79,102,1.0
120,79,122,1.0
31769,79,122,1.0
31772,79,122,1.0
31775,79,122,2.0
31778,79,122,1.0
31780,79,122,1.0
31783,79,122,1.0
31791,79,122,1.0
31797,79,122,1.0
31805,79,122,9.0
31815,79,122,10.0
31828,79,122,2.0
31831,79,122,3.0
31835,79,122,4.0
31886,79,122,1.0
31905,79,122,2.0
8784,79,123,11.0
8797,79,123,4.0
8803,79,123,1.0
8807,79,123,1.0
8809,79,123,2.0
8813,79,123,1.0
13262,79,123,1.0
13287,79,123,1.0
13289,79,123,1.0
13301,79,123,1.0
31328,79,123,1.0
35717,79,123,1.0
39040,79,123,1.0
39068,79,123,3.0
39074,79,123,2.0
43616,79,123,1.0
43671,79,123,6.0
43679,79,123,1.0
48456,79,132,23.0
39860,79,154,1.0
48,79,181,1.0
40175,79,196,1.0
4530,79,222,1.0
4534,79,222,2.0
4556,79,222,2.0
5102,79,222,1.0
9484,79,222,6.0
9497,79,222,1.0
9500,79,222,1.0
9709,79,222,2.0
10167,79,222,1.0
31086,79,222,1.0
39859,79,222,1.0
39863,79,222,1.0
39865,79,222,7.0
39876,79,222,2.0
48784,79,222,2.0
375,79,253,1.0
35389,79,253,1.0
39683,79,253,1.0
43623,79,253,2.0
43656,79,253,1.0
43661,79,253,2.0
43669,79,253,1.0
31329,79,267,1.0
288,79,275,1.0
6158,79,285,1.0
961,79,311,1.0
31040,79,311,1.0
31883,79,533,1.0
31165,79,662,1.0
31025,79,765,1.0
926,79,804,1.0
937,79,804,2.0
9455,79,804,1.0
36325,79,804,1.0
39802,79,804,1.0
5135,79,826,1.0
78,80,95,1.0
30609,80,101,1.0
13250,80,102,1.0
39984,80,102,2.0
43526,80,102,1.0
47726,80,102,1.0
79,80,118,1.0
31019,80,134,1.0
5308,80,153,1.0
14022,80,172,1.0
38954,80,211,1.0
48507,80,213,1.0
768,80,222,1.0
780,80,222,1.0
797,80,222,6.0
811,80,222,3.0
815,80,222,2.0
822,80,222,1.0
827,80,222,1.0
854,80,222,1.0
876,80,222,1.0
932,80,222,2.0
941,80,222,1.0
31052,80,222,1.0
31185,80,222,1.0
31195,80,222,2.0
31200,80,222,1.0
31203,80,222,2.0
18160,80,223,1.0
18060,80,240,1.0
18062,80,240,1.0
73,80,253,1.0
35376,80,255,1.0
31063,80,275,1.0
44269,80,285,5.0
44276,80,285,3.0
44282,80,285,1.0
808,80,311,1.0
882,80,311,2.0
5369,80,311,1.0
9431,80,311,1.0
18161,80,311,1.0
18170,80,311,1.0
31059,80,311,1.0
39756,80,311,1.0
39782,80,311,2.0
5465,80,335,1.0
5481,80,335,1.0
13814,80,431,1.0
832,80,494,4.0
18158,80,494,1.0
9423,80,662,1.0
31054,80,662,1.0
1347,80,762,1.0
785,80,765,2.0
790,80,765,1.0
792,80,765,4.0
813,80,765,3.0
822,80,765,1.0
824,80,765,3.0
828,80,765,8.0
888,80,765,1.0
48407,80,765,1.0
4442,80,771,1.0
5589,80,771,1.0
17731,80,804,1.0
39802,80,804,1.0
48415,80,804,1.0
5135,80,826,1.0
4618,80,875,1.0
31740,80,875,2.0
31743,80,875,2.0
31746,80,875,3.0
31759,80,875,1.0
39075,80,875,1.0
43458,87,265,3.0
44268,87,265,2.0
44271,87,265,2.0
44491,87,875,1.0
14051,95,113,1.0
9104,95,116,1.0
78,95,118,6.0
4910,95,120,3.0
10493,95,120,14.0
10508,95,120,8.0
268,95,123,1.0
1740,95,123,9.0
4572,95,123,1.0
13445,95,123,9.0
13455,95,123,20.0
13476,95,123,4.0
13574,95,123,1.0
13580,95,123,1.0
13583,95,123,2.0
13593,95,123,2.0
13598,95,123,2.0
14338,95,123,1.0
14351,95,123,1.0
14379,95,123,5.0
14387,95,123,2.0
14394,95,123,1.0
14402,95,123,1.0
14407,95,123,2.0
14435,95,123,3.0
14499,95,123,1.0
14550,95,123,1.0
18049,95,123,1.0
18442,95,123,1.0
18575,95,123,2.0
18681,95,123,1.0
