t,i,j,τ
4423,1441,1617,2.0
4427,1441,1617,1.0
4431,1441,1617,1.0
4436,1441,1617,4.0
4443,1441,1617,1.0
4451,1441,1617,1.0
4470,1441,1617,1.0
4472,1441,1617,4.0
4572,1441,1617,2.0
4575,1441,1617,2.0
4581,1441,1617,13.0
4595,1441,1617,12.0
4626,1441,1617,1.0
4632,1441,1617,18.0
4657,1441,1617,1.0
4676,1441,1617,8.0
4687,1441,1617,1.0
4939,1441,1617,1.0
4941,1441,1617,2.0
4945,1441,1617,4.0
5062,1441,1617,1.0
5065,1441,1617,1.0
5072,1441,1617,1.0
5095,1441,1617,4.0
5100,1441,1617,2.0
5132,1441,1617,1.0
5135,1441,1617,3.0
4681,1441,1628,1.0
1265,1441,1634,15.0
1281,1441,1634,7.0
1289,1441,1634,15.0
1323,1441,1641,1.0
1331,1441,1641,1.0
1335,1441,1641,1.0
4647,1441,1641,1.0
5128,1441,1657,1.0
4456,1441,1684,3.0
5013,1441,1694,1.0
5122,1441,1694,1.0
5138,1441,1694,1.0
5455,1441,1712,14.0
4688,1441,1713,3.0
4692,1441,1713,3.0
1313,1441,1724,19.0
5455,1441,1752,14.0
5458,1441,1766,11.0
4461,1441,1767,2.0
5453,1441,1767,15.0
1227,1441,1783,2.0
4948,1441,1842,1.0
384,1441,1857,1.0
389,1441,1857,1.0
1220,1441,1857,5.0
1232,1441,1857,1.0
1241,1441,1857,1.0
1245,1441,1857,3.0
1306,1441,1857,1.0
4402,1441,1857,2.0
4411,1441,1857,1.0
4444,1441,1857,5.0
4576,1441,1857,1.0
4641,1441,1857,1.0
4687,1441,1857,3.0
4992,1441,1857,1.0
4994,1441,1857,2.0
4477,1441,1880,1.0
5467,1441,1882,2.0
5154,1441,1890,1.0
5135,1441,1914,1.0
4403,1441,1918,1.0
1223,1441,1919,9.0
4749,1442,1446,2.0
450,1442,1455,1.0
1382,1442,1455,1.0
1728,1442,1455,1.0
4702,1442,1455,1.0
4708,1442,1455,2.0
4751,1442,1520,2.0
4722,1443,1453,1.0
503,1443,1467,5.0
895,1443,1467,1.0
508,1443,1487,1.0
542,1443,1487,7.0
1800,1443,1487,8.0
4759,1443,1487,21.0
5168,1443,1487,2.0
502,1443,1493,2.0
458,1443,1499,1.0
456,1443,1501,1.0
447,1443,1523,12.0
475,1443,1527,2.0
1166,1443,1527,1.0
2252,1443,1545,2.0
1793,1443,1563,1.0
5093,1443,1580,1.0
5154,1443,1603,1.0
1776,1443,1680,1.0
1781,1443,1772,9.0
4710,1444,1466,1.0
4791,1444,1487,1.0
1444,1444,1491,1.0
1452,1444,1491,1.0
4775,1444,1527,1.0
4717,1446,1458,1.0
5217,1446,1487,1.0
5217,1446,1497,1.0
4758,1446,1499,2.0
4761,1446,1499,1.0
5217,1446,1505,1.0
5217,1446,1512,1.0
1537,1448,1449,1.0
4825,1448,1451,1.0
4829,1448,1451,3.0
1112,1448,1453,2.0
1061,1448,1458,1.0
1437,1448,1462,1.0
477,1448,1465,1.0
486,1448,1465,2.0
489,1448,1465,1.0
1171,1448,1466,1.0
1436,1448,1467,2.0
1432,1448,1475,1.0
1052,1448,1477,1.0
1422,1448,1480,1.0
1424,1448,1480,1.0
1435,1448,1480,1.0
133,1448,1487,1.0
189,1448,1487,1.0
4808,1448,1487,2.0
4862,1448,1493,1.0
547,1448,1501,2.0
1427,1448,1501,1.0
5417,1448,1507,1.0
455,1448,1527,1.0
1457,1448,1529,1.0
1375,1448,1531,1.0
4751,1448,1532,1.0
129,1448,1600,1.0
178,1448,1629,1.0
1023,1449,1469,1.0
1012,1449,1477,26.0
563,1449,1496,1.0
564,1449,1505,1.0
486,1449,1512,1.0
489,1449,1512,1.0
502,1449,1512,2.0
507,1449,1512,1.0
511,1449,1512,2.0
758,1449,1512,1.0
760,1449,1512,3.0
853,1449,1512,3.0
1150,1449,1512,1.0
1387,1449,1512,1.0
1395,1449,1512,2.0
1484,1449,1512,2.0
1016,1449,1519,8.0
1030,1449,1519,2.0
1035,1449,1519,1.0
1042,1449,1519,6.0
1049,1449,1519,1.0
1054,1449,1519,3.0
1158,1449,1521,1.0
4674,1449,1521,1.0
4694,1449,1521,1.0
4831,1449,1521,1.0
5248,1449,1521,1.0
5250,1449,1521,1.0
343,1449,1531,1.0
366,1449,1531,1.0
372,1449,1531,1.0
447,1449,1531,2.0
450,1449,1531,1.0
478,1449,1531,1.0
486,1449,1531,5.0
492,1449,1531,2.0
499,1449,1531,1.0
504,1449,1531,1.0
511,1449,1531,3.0
518,1449,1531,2.0
522,1449,1531,2.0
537,1449,1531,1.0
542,1449,1531,1.0
550,1449,1531,5.0
944,1449,1531,1.0
948,1449,1531,1.0
950,1449,1531,1.0
952,1449,1531,2.0
958,1449,1531,2.0
1129,1449,1531,1.0
1182,1449,1531,1.0
1185,1449,1531,4.0
1190,1449,1531,2.0
1197,1449,1531,2.0
1387,1449,1531,6.0
1394,1449,1531,1.0
1398,1449,1531,7.0
1406,1449,1531,2.0
1413,1449,1531,2.0
1418,1449,1531,2.0
1422,1449,1531,1.0
1424,1449,1531,2.0
1718,1449,1531,2.0
5209,1449,1531,1.0
5244,1449,1531,3.0
542,1449,1532,2.0
5144,1449,1582,7.0
4351,1449,1599,1.0
4354,1449,1599,2.0
4677,1449,1603,1.0
5066,1449,1603,5.0
5125,1449,1603,1.0
5127,1449,1603,3.0
4351,1449,1655,2.0
1245,1449,1787,1.0
475,1451,1458,3.0
311,1451,1459,1.0
1326,1451,1478,1.0
1330,1451,1478,1.0
4786,1451,1479,1.0
4858,1451,1479,1.0
4897,1451,1479,1.0
1416,1451,1485,1.0
1418,1451,1485,1.0
4868,1451,1485,3.0
4804,1451,1498,1.0
5522,1451,1498,12.0
4766,1451,1517,1.0
4869,1451,1529,2.0
5328,1451,1529,1.0
5331,1451,1529,1.0
5403,1451,1529,2.0
5413,1451,1529,3.0
5522,1451,1591,12.0
5529,1451,1593,2.0
5533,1451,1624,1.0
1973,1451,1684,1.0
1327,1451,1924,1.0
1335,1451,1924,1.0
4436,1452,1453,1.0
441,1452,1465,2.0
408,1452,1470,1.0
4756,1452,1471,1.0
4778,1452,1471,1.0
4521,1452,1492,1.0
4733,1452,1499,1.0
1334,1452,1503,1.0
1337,1452,1503,6.0
1344,1452,1503,3.0
1348,1452,1503,1.0
1350,1452,1503,1.0
1354,1452,1503,2.0
1357,1452,1503,1.0
5431,1452,1512,3.0
421,1452,1522,5.0
428,1452,1522,2.0
431,1452,1522,1.0
433,1452,1522,2.0
437,1452,1522,2.0
440,1452,1522,1.0
1099,1452,1531,1.0
1781,1452,1573,4.0
1244,1452,1598,1.0
4538,1453,1439,1.0
1130,1453,1466,20.0
1409,1453,1467,3.0
2248,1453,1467,2.0
2251,1453,1467,1.0
4395,1453,1473,1.0
4375,1453,1492,2.0
4451,1453,1492,1.0
1062,1453,1493,1.0
4788,1453,1493,2.0
4793,1453,1493,5.0
4799,1453,1493,4.0
4371,1453,1502,1.0
1127,1453,1525,1.0
1129,1453,1525,1.0
910,1453,1528,3.0
914,1453,1528,1.0
916,1453,1528,1.0
918,1453,1528,1.0
921,1453,1528,1.0
924,1453,1528,1.0
926,1453,1528,2.0
929,1453,1528,1.0
4772,1453,1531,1.0
4311,1453,1590,1.0
5624,1455,1442,1.0
1408,1455,1463,1.0
1411,1455,1463,7.0
4773,1455,1463,3.0
4779,1455,1463,2.0
4782,1455,1463,1.0
4791,1455,1463,1.0
4796,1455,1463,1.0
4895,1455,1465,1.0
452,1455,1487,1.0
4747,1455,1517,3.0
4799,1455,1530,1.0
4803,1455,1530,3.0
1044,1457,1458,1.0
4728,1457,1492,1.0
480,1457,1522,1.0
1410,1457,1527,1.0
475,1457,1528,2.0
480,1457,1531,1.0
5439,1457,1599,1.0
5455,1457,1918,1.0
563,1458,1459,7.0
460,1458,1460,1.0
1184,1458,1467,1.0
1186,1458,1467,1.0
1190,1458,1467,1.0
1192,1458,1467,1.0
563,1458,1468,1.0
568,1458,1468,1.0
4811,1458,1469,1.0
1108,1458,1471,1.0
4705,1458,1473,1.0
1470,1458,1485,1.0
1798,1458,1487,1.0
884,1458,1501,1.0
888,1458,1501,2.0
892,1458,1501,2.0
895,1458,1501,2.0
899,1458,1501,1.0
901,1458,1501,1.0
903,1458,1501,1.0
5297,1458,1502,1.0
504,1458,1503,1.0
4812,1458,1504,1.0
435,1458,1510,1.0
4818,1458,1513,1.0
4717,1458,1516,1.0
4905,1458,1517,1.0
397,1458,1519,1.0
4769,1458,1520,2.0
403,1458,1523,1.0
566,1458,1526,1.0
4803,1458,1528,1.0
4961,1458,1530,1.0
877,1458,1531,1.0
4712,1458,1532,4.0
445,1458,1535,1.0
1824,1458,1599,21.0
1852,1458,1599,1.0
1823,1458,1655,6.0
1830,1458,1655,1.0
1836,1458,1655,3.0
1840,1458,1655,5.0
1816,1458,1742,1.0
1817,1458,1772,3.0
1823,1458,1772,2.0
1827,1458,1772,3.0
1832,1458,1772,1.0
1844,1458,1772,20.0
1866,1458,1772,3.0
1872,1458,1772,4.0
398,1459,1468,11.0
533,1459,1468,3.0
537,1459,1468,17.0
564,1459,1468,2.0
567,1459,1468,2.0
572,1459,1468,1.0
574,1459,1468,1.0
611,1459,1468,1.0
5321,1459,1478,1.0
361,1459,1503,1.0
413,1459,1503,9.0
896,1459,1512,3.0
903,1459,1512,1.0
638,1459,1516,1.0
855,1459,1516,1.0
864,1459,1516,2.0
871,1459,1516,1.0
873,1459,1516,1.0
5200,1459,1516,1.0
5207,1459,1516,1.0
445,1459,1520,1.0
566,1459,1526,1.0
403,1460,1499,7.0
414,1460,1499,1.0
417,1460,1499,12.0
431,1460,1499,1.0
434,1460,1499,3.0
438,1460,1499,8.0
447,1460,1499,5.0
454,1460,1499,1.0
458,1460,1499,1.0
461,1460,1499,1.0
465,1460,1499,1.0
1207,1460,1499,3.0
1215,1460,1499,10.0
1230,1460,1499,1.0
1405,1460,1499,1.0
1751,1460,1499,1.0
1755,1460,1499,4.0
1761,1460,1499,9.0
4364,1460,1499,3.0
4704,1460,1499,1.0
4706,1460,1499,1.0
4715,1460,1499,2.0
4719,1460,1499,3.0
4779,1460,1499,3.0
5200,1460,1499,1.0
5205,1460,1499,2.0
5209,1460,1499,1.0
5414,1460,1499,2.0
5418,1460,1499,2.0
5475,1460,1499,1.0
5503,1460,1499,1.0
5506,1460,1499,2.0
425,1460,1510,1.0
433,1460,1523,1.0
431,1460,1525,8.0
440,1460,1525,1.0
443,1460,1525,2.0
446,1460,1525,10.0
1231,1460,1655,1.0
519,1461,1467,1.0
521,1461,1467,1.0
422,1461,1495,1.0
424,1461,1495,3.0
4741,1461,1500,2.0
4742,1461,1511,1.0
4731,1461,1519,1.0
4929,1461,1528,1.0
207,1461,1627,1.0
210,1461,1627,1.0
4944,1461,1783,1.0
930,1462,1512,1.0
1446,1462,1518,2.0
1449,1462,1518,2.0
1458,1462,1518,2.0
4884,1462,1518,3.0
1437,1462,1529,1.0
1017,1462,1531,1.0
4736,1462,1532,1.0
1397,1462,1533,2.0
5535,1463,1269,1.0
4766,1463,1464,1.0
1430,1463,1473,1.0
5535,1463,1478,1.0
5598,1463,1478,1.0
5603,1463,1478,2.0
1401,1463,1485,2.0
312,1463,1489,2.0
323,1463,1489,2.0
336,1463,1489,5.0
346,1463,1489,2.0
349,1463,1489,1.0
353,1463,1489,3.0
358,1463,1489,1.0
366,1463,1489,1.0
375,1463,1489,7.0
385,1463,1489,1.0
4984,1463,1507,1.0
455,1463,1513,1.0
167,1463,1518,2.0
172,1463,1518,1.0
4975,1463,1521,1.0
4995,1463,1521,2.0
4999,1463,1521,1.0
5001,1463,1521,1.0
400,1463,1526,1.0
488,1463,1526,2.0
1289,1463,1526,2.0
1292,1463,1526,1.0
1296,1463,1526,2.0
1305,1463,1526,6.0
1312,1463,1526,9.0
1326,1463,1526,3.0
5563,1463,1526,1.0
5657,1463,1526,2.0
5660,1463,1526,2.0
454,1463,1527,2.0
457,1463,1527,1.0
459,1463,1527,3.0
4564,1463,1531,1.0
4975,1463,1593,8.0
4990,1463,1593,1.0
322,1463,1598,1.0
336,1463,1598,1.0
345,1463,1598,3.0
349,1463,1598,1.0
353,1463,1598,3.0
358,1463,1598,7.0
5523,1463,1598,2.0
5536,1463,1598,1.0
5538,1463,1598,2.0
5541,1463,1598,121.0
128,1463,1599,1.0
385,1463,1599,1.0
4502,1463,1599,1.0
5007,1463,1599,2.0
124,1463,1600,1.0
89,1463,1628,1.0
96,1463,1628,3.0
102,1463,1628,1.0
116,1463,1628,2.0
123,1463,1628,3.0
128,1463,1628,2.0
133,1463,1628,2.0
138,1463,1628,1.0
166,1463,1628,2.0
175,1463,1628,1.0
178,1463,1628,10.0
200,1463,1628,1.0
202,1463,1628,1.0
228,1463,1628,6.0
237,1463,1628,2.0
241,1463,1628,2.0
248,1463,1628,1.0
266,1463,1628,1.0
273,1463,1628,1.0
280,1463,1628,4.0
285,1463,1628,3.0
289,1463,1628,1.0
291,1463,1628,2.0
299,1463,1628,2.0
302,1463,1628,2.0
306,1463,1628,9.0
321,1463,1628,1.0
386,1463,1628,2.0
1242,1463,1628,1.0
1291,1463,1628,3.0
1297,1463,1628,2.0
1305,1463,1628,1.0
1939,1463,1628,1.0
1946,1463,1628,1.0
1960,1463,1628,1.0
1963,1463,1628,3.0
4414,1463,1628,2.0
4422,1463,1628,2.0
4425,1463,1628,1.0
4427,1463,1628,2.0
4431,1463,1628,1.0
4511,1463,1628,1.0
4531,1463,1628,2.0
4566,1463,1628,2.0
4606,1463,1628,3.0
4610,1463,1628,2.0
4684,1463,1628,1.0
4691,1463,1628,1.0
4956,1463,1628,6.0
4966,1463,1628,6.0
4973,1463,1628,10.0
4987,1463,1628,1.0
5040,1463,1628,8.0
5050,1463,1628,1.0
5052,1463,1628,1.0
5062,1463,1628,1.0
5064,1463,1628,5.0
5096,1463,1628,1.0
5102,1463,1628,4.0
1332,1463,1648,1.0
1334,1463,1648,1.0
1336,1463,1648,2.0
1344,1463,1648,2.0
1253,1463,1650,1.0
1288,1463,1650,1.0
1343,1463,1650,1.0
312,1463,1655,1.0
1254,1463,1660,2.0
1347,1463,1668,1.0
308,1463,1724,1.0
311,1463,1724,2.0
336,1463,1724,1.0
346,1463,1724,2.0
349,1463,1724,1.0
352,1463,1724,6.0
359,1463,1724,1.0
4940,1463,1754,1.0
4983,1463,1754,1.0
5035,1463,1754,1.0
5075,1463,1754,1.0
4576,1463,1767,1.0
5010,1463,1786,2.0
4944,1463,1787,4.0
5002,1463,1787,2.0
4973,1463,1825,1.0
5019,1463,1825,1.0
5579,1463,1924,2.0
5588,1463,1924,1.0
5600,1463,1924,1.0
5602,1463,1924,3.0
1770,1464,1482,6.0
1794,1464,1482,9.0
1804,1464,1482,1.0
1806,1464,1482,1.0
1808,1464,1482,14.0
1828,1464,1482,1.0
1830,1464,1482,5.0
1836,1464,1482,6.0
1849,1464,1482,1.0
1862,1464,1482,3.0
1866,1464,1482,1.0
1868,1464,1482,1.0
1882,1464,1482,1.0
1889,1464,1482,1.0
1893,1464,1482,1.0
1211,1464,1489,35.0
404,1464,1497,1.0
5454,1464,1683,5.0
1789,1464,1880,2.0
1794,1464,1880,1.0
1797,1464,1880,1.0
4875,1465,1471,1.0
4707,1465,1491,1.0
4521,1465,1492,1.0
4773,1465,1500,1.0
444,1465,1501,1.0
458,1465,1503,1.0
464,1465,1503,1.0
561,1465,1503,1.0
478,1465,1510,1.0
4334,1465,1735,2.0
4526,1465,1735,1.0
4377,1465,1789,1.0
4484,1465,1789,1.0
1590,1466,1467,2.0
469,1466,1486,6.0
476,1466,1500,1.0
1093,1466,1501,1.0
1374,1466,1531,1.0
1145,1467,1476,1.0
1105,1467,1477,1.0
503,1467,1493,4.0
511,1467,1493,1.0
886,1467,1493,2.0
910,1467,1493,1.0
512,1467,1495,4.0
517,1467,1495,3.0
558,1467,1495,1.0
571,1467,1495,5.0
577,1467,1495,2.0
581,1467,1495,1.0
895,1467,1495,6.0
460,1467,1504,6.0
467,1467,1504,9.0
478,1467,1504,1.0
530,1467,1504,3.0
534,1467,1504,1.0
536,1467,1504,4.0
542,1467,1504,4.0
547,1467,1504,2.0
563,1467,1504,1.0
432,1467,1513,2.0
1105,1467,1519,1.0
1438,1467,1519,1.0
433,1467,1527,1.0
1436,1467,1529,1.0
491,1467,1531,1.0
754,1467,1531,1.0
756,1467,1531,1.0
1452,1467,1531,1.0
1592,1467,1535,1.0
0,1467,1591,1.0
15,1467,1591,3.0
440,1468,1470,1.0
462,1468,1512,1.0
412,1468,1516,1.0
477,1468,1516,1.0
