t,i,j,τ
35698,601,628,1.0
450,601,644,1.0
683,601,644,1.0
9625,601,644,2.0
14209,601,644,1.0
14211,601,644,1.0
18251,601,644,2.0
18254,601,644,2.0
36068,601,644,1.0
19163,601,648,1.0
35480,601,648,1.0
35614,601,648,1.0
35642,601,648,1.0
35595,601,651,1.0
444,601,660,1.0
18582,601,660,4.0
18590,601,660,2.0
34996,601,660,1.0
14306,601,661,1.0
9626,601,666,1.0
13941,601,666,1.0
14308,601,666,1.0
5839,601,681,1.0
14308,601,681,1.0
31392,601,682,1.0
5842,601,683,1.0
31769,601,686,1.0
9520,601,689,1.0
18236,601,689,2.0
14509,601,690,1.0
14640,601,690,1.0
14655,601,690,2.0
14660,601,690,1.0
14866,601,690,1.0
14655,601,692,1.0
14657,601,692,2.0
14660,601,692,1.0
35698,601,696,1.0
1085,601,803,1.0
1105,601,803,1.0
1107,601,803,5.0
1113,601,803,5.0
1120,601,803,1.0
1124,601,803,6.0
1131,601,803,6.0
1099,601,804,2.0
18614,601,807,1.0
18171,601,821,1.0
400,601,823,1.0
1090,601,827,5.0
1120,601,827,1.0
8625,601,827,2.0
9520,601,827,1.0
13851,601,827,1.0
13870,601,827,1.0
13876,601,827,1.0
13889,601,827,1.0
13900,601,827,1.0
31118,601,827,1.0
5853,601,849,1.0
12982,601,849,1.0
441,601,854,1.0
1092,601,854,1.0
8626,601,854,1.0
9621,601,858,1.0
439,601,863,1.0
9034,601,884,1.0
9435,602,603,1.0
17292,602,603,1.0
17295,602,603,1.0
35779,602,605,1.0
36448,602,612,1.0
17278,602,620,5.0
5852,602,641,3.0
5859,602,641,6.0
18194,602,650,1.0
5846,602,665,1.0
5852,602,665,4.0
5861,602,665,1.0
5871,602,665,1.0
6213,602,665,1.0
8621,602,665,2.0
9795,602,665,6.0
9802,602,665,1.0
9811,602,665,2.0
10163,602,665,1.0
13373,602,665,2.0
13379,602,665,1.0
17686,602,665,2.0
18397,602,665,2.0
18411,602,665,1.0
18413,602,665,2.0
18598,602,665,2.0
36450,602,665,1.0
5866,602,669,1.0
13354,602,677,1.0
13369,602,677,1.0
17276,602,677,1.0
18074,602,677,1.0
18078,602,677,1.0
9795,602,689,1.0
9037,602,691,2.0
9095,602,691,1.0
9274,602,691,1.0
36070,602,691,1.0
9065,602,695,2.0
9068,602,695,2.0
9071,602,695,5.0
9790,602,695,9.0
9802,602,695,1.0
9056,602,1678,1.0
9585,603,605,2.0
9594,603,605,2.0
9598,603,605,1.0
9600,603,605,1.0
1135,603,612,2.0
1154,603,612,1.0
1177,603,612,3.0
1238,603,612,1.0
1240,603,612,1.0
1242,603,612,9.0
1252,603,612,3.0
1256,603,612,1.0
1259,603,612,1.0
1271,603,612,1.0
1296,603,612,1.0
1298,603,612,2.0
1303,603,612,4.0
1311,603,612,1.0
1313,603,612,1.0
5010,603,612,3.0
5016,603,612,2.0
5025,603,612,1.0
5031,603,612,1.0
5034,603,612,1.0
5036,603,612,1.0
5039,603,612,1.0
5041,603,612,2.0
5047,603,612,7.0
5055,603,612,4.0
5061,603,612,1.0
5064,603,612,2.0
5067,603,612,2.0
5070,603,612,2.0
5073,603,612,1.0
5084,603,612,1.0
5093,603,612,1.0
5106,603,612,1.0
5844,603,612,4.0
5849,603,612,2.0
5872,603,612,1.0
9938,603,612,1.0
10175,603,612,1.0
35475,603,612,1.0
35483,603,612,2.0
35496,603,612,1.0
35504,603,612,1.0
35506,603,612,2.0
35512,603,612,1.0
35516,603,612,1.0
35518,603,612,1.0
35526,603,612,1.0
36066,603,612,1.0
36070,603,612,1.0
17712,603,617,1.0
1676,603,618,1.0
5112,603,621,1.0
18091,603,621,4.0
18097,603,621,1.0
5874,603,641,2.0
9616,603,641,7.0
13421,603,641,2.0
13395,603,662,5.0
5324,603,665,1.0
9434,603,665,2.0
36448,603,665,2.0
9623,603,678,1.0
9976,603,678,1.0
18622,603,678,1.0
18628,603,678,1.0
18630,603,678,1.0
18632,603,678,1.0
18635,603,678,1.0
35631,603,678,1.0
35634,603,678,1.0
35876,603,678,7.0
35885,603,678,1.0
35890,603,678,1.0
35902,603,678,1.0
35909,603,678,2.0
35912,603,678,1.0
35915,603,678,4.0
35920,603,678,8.0
35929,603,678,6.0
35939,603,678,2.0
35942,603,678,1.0
35946,603,678,3.0
35954,603,678,1.0
35958,603,678,1.0
35965,603,678,1.0
35977,603,678,1.0
35979,603,678,1.0
35992,603,678,1.0
35994,603,678,2.0
36002,603,678,1.0
36016,603,678,1.0
36024,603,678,2.0
36042,603,678,1.0
36058,603,678,4.0
36064,603,678,1.0
36447,603,678,1.0
922,603,684,1.0
924,603,684,1.0
936,603,684,2.0
939,603,684,1.0
942,603,684,2.0
945,603,684,1.0
978,603,684,2.0
1158,603,684,1.0
1229,603,684,8.0
1322,603,684,2.0
1332,603,684,1.0
1336,603,684,1.0
1418,603,684,1.0
1421,603,684,1.0
1424,603,684,1.0
1435,603,684,1.0
1442,603,684,10.0
1456,603,684,1.0
1458,603,684,4.0
1463,603,684,1.0
1469,603,684,2.0
1472,603,684,1.0
1474,603,684,1.0
1481,603,684,1.0
1484,603,684,1.0
4355,603,684,9.0
4366,603,684,14.0
4382,603,684,1.0
4385,603,684,1.0
4387,603,684,4.0
4393,603,684,2.0
4396,603,684,9.0
4406,603,684,1.0
4412,603,684,2.0
4416,603,684,1.0
4419,603,684,17.0
4437,603,684,4.0
4442,603,684,18.0
4461,603,684,34.0
4496,603,684,9.0
4507,603,684,3.0
4511,603,684,4.0
4516,603,684,2.0
4520,603,684,4.0
4525,603,684,4.0
4530,603,684,4.0
4535,603,684,3.0
4540,603,684,1.0
4542,603,684,1.0
4552,603,684,1.0
4555,603,684,1.0
4561,603,684,2.0
4564,603,684,2.0
4568,603,684,1.0
4572,603,684,1.0
4574,603,684,4.0
4583,603,684,6.0
4590,603,684,2.0
4595,603,684,1.0
4597,603,684,1.0
4600,603,684,1.0
4602,603,684,1.0
4619,603,684,1.0
4623,603,684,1.0
4625,603,684,3.0
4630,603,684,1.0
4632,603,684,17.0
4651,603,684,6.0
4659,603,684,6.0
4666,603,684,4.0
4672,603,684,1.0
4771,603,684,1.0
4838,603,684,1.0
4847,603,684,1.0
4855,603,684,1.0
4858,603,684,2.0
4864,603,684,1.0
4875,603,684,1.0
4878,603,684,2.0
4885,603,684,1.0
4888,603,684,2.0
4891,603,684,1.0
4894,603,684,1.0
8671,603,684,1.0
9538,603,684,1.0
17728,603,684,1.0
9560,603,685,1.0
9563,603,685,1.0
9567,603,685,1.0
9573,603,685,1.0
9579,603,685,2.0
9583,603,685,1.0
9586,603,685,1.0
9594,603,685,4.0
9599,603,685,2.0
9602,603,685,1.0
9607,603,685,1.0
9609,603,685,1.0
9617,603,685,11.0
9803,603,685,3.0
13400,603,685,21.0
13422,603,685,2.0
17712,603,685,1.0
5323,603,691,1.0
5325,603,691,2.0
5474,603,691,2.0
883,603,695,1.0
9594,603,695,1.0
1138,603,1629,1.0
9052,603,1649,1.0
9054,603,1649,20.0
9075,603,1649,1.0
9077,603,1649,3.0
13355,603,1649,7.0
13363,603,1649,11.0
13375,603,1649,1.0
13377,603,1649,7.0
13386,603,1649,1.0
13388,603,1649,1.0
13390,603,1649,3.0
17689,603,1649,1.0
17691,603,1649,1.0
17693,603,1649,2.0
17697,603,1649,2.0
17705,603,1649,1.0
17707,603,1649,1.0
18622,603,1649,1.0
18631,603,1649,1.0
18634,603,1649,2.0
18639,603,1649,3.0
18644,603,1649,1.0
18647,603,1649,1.0
9610,605,606,1.0
5278,605,615,1.0
5856,605,619,2.0
9803,605,619,2.0
9808,605,619,1.0
31029,605,619,1.0
9794,605,620,2.0
9808,605,620,1.0
10169,605,620,2.0
5416,605,621,1.0
5418,605,621,1.0
5451,605,621,1.0
35567,605,621,2.0
35571,605,621,1.0
35579,605,621,1.0
35594,605,621,1.0
35801,605,622,1.0
9610,605,641,1.0
9623,605,641,4.0
9630,605,641,2.0
9674,605,641,1.0
9718,605,641,1.0
9720,605,641,5.0
9738,605,641,2.0
9745,605,641,1.0
9791,605,641,1.0
31028,605,641,2.0
9806,605,646,1.0
9808,605,646,1.0
10171,605,646,1.0
9616,605,649,1.0
5451,605,684,1.0
14401,605,684,1.0
5259,605,685,1.0
5268,605,685,1.0
5270,605,685,2.0
5324,605,685,2.0
5370,605,685,1.0
5445,605,685,1.0
5452,605,685,1.0
5455,605,685,1.0
5474,605,685,1.0
5841,605,685,1.0
5854,605,685,1.0
5856,605,685,3.0
5866,605,685,1.0
9565,605,685,1.0
9588,605,685,3.0
9594,605,685,4.0
9599,605,685,2.0
9611,605,685,1.0
31029,605,685,1.0
10157,605,687,1.0
9798,605,689,1.0
9806,605,689,1.0
9808,605,689,1.0
5842,605,691,2.0
5853,605,691,1.0
5857,605,691,1.0
9502,605,691,1.0
35592,605,691,1.0
5407,605,695,1.0
9034,605,695,1.0
9041,605,695,1.0
9045,605,695,1.0
9060,605,695,2.0
9065,605,695,1.0
9073,605,695,1.0
9075,605,695,1.0
9496,605,695,1.0
9525,605,695,1.0
9528,605,695,3.0
9600,605,695,1.0
35566,605,695,3.0
35571,605,695,1.0
35575,605,695,1.0
5369,605,699,1.0
5451,605,699,1.0
9597,605,699,1.0
9624,605,699,1.0
9794,605,699,1.0
31029,605,699,1.0
35562,605,699,1.0
35570,605,699,6.0
35578,605,699,3.0
35582,605,699,3.0
35586,605,699,1.0
30253,605,831,1.0
30253,605,860,1.0
34578,605,886,1.0
31032,605,1649,1.0
18073,605,1657,1.0
1136,606,611,1.0
17668,606,611,1.0
31027,606,611,1.0
898,606,615,4.0
906,606,615,1.0
912,606,615,1.0
920,606,615,2.0
925,606,615,1.0
934,606,615,3.0
942,606,615,1.0
970,606,615,2.0
973,606,615,1.0
4715,606,615,1.0
5239,606,615,1.0
5286,606,615,1.0
5586,606,615,1.0
5626,606,615,1.0
5665,606,615,1.0
5686,606,615,1.0
5785,606,615,2.0
5789,606,615,3.0
5794,606,615,1.0
5836,606,615,1.0
5847,606,615,1.0
6219,606,615,2.0
9070,606,615,1.0
9804,606,615,1.0
12975,606,615,1.0
13388,606,615,1.0
13392,606,615,1.0
17307,606,615,1.0
18090,606,615,1.0
18132,606,615,1.0
18134,606,615,1.0
18137,606,615,1.0
18139,606,615,3.0
18143,606,615,2.0
30254,606,615,2.0
5235,606,619,1.0
13763,606,619,1.0
13766,606,619,2.0
13769,606,619,1.0
13772,606,619,1.0
18615,606,619,2.0
18452,606,620,1.0
18471,606,620,1.0
1137,606,621,1.0
1141,606,621,1.0
1149,606,621,1.0
9793,606,621,2.0
9801,606,621,1.0
10456,606,621,1.0
12980,606,621,1.0
12988,606,621,1.0
13384,606,621,1.0
13775,606,621,1.0
18108,606,621,3.0
18113,606,621,1.0
18115,606,621,1.0
18123,606,621,2.0
18130,606,621,2.0
18133,606,621,8.0
18142,606,621,3.0
18451,606,621,3.0
18455,606,621,1.0
18462,606,621,3.0
18543,606,621,1.0
18545,606,621,1.0
18547,606,621,2.0
18553,606,621,1.0
18555,606,621,1.0
18584,606,621,1.0
18586,606,621,1.0
18592,606,621,1.0
18594,606,621,1.0
18617,606,621,1.0
36077,606,621,1.0
4360,606,638,1.0
13766,606,638,1.0
13768,606,638,1.0
13934,606,638,1.0
13938,606,638,1.0
13941,606,638,3.0
13945,606,638,1.0
1156,606,641,1.0
18435,606,646,1.0
18579,606,649,1.0
18593,606,649,1.0
872,606,651,11.0
885,606,651,5.0
891,606,651,2.0
897,606,651,7.0
906,606,651,2.0
909,606,651,4.0
914,606,651,1.0
920,606,651,28.0
949,606,651,3.0
953,606,651,3.0
958,606,651,1.0
961,606,651,12.0
9524,606,651,5.0
13375,606,662,1.0
13383,606,662,1.0
13385,606,662,1.0
13390,606,662,2.0
13845,606,662,1.0
18614,606,662,1.0
9794,606,665,3.0
859,606,684,1.0
890,606,684,2.0
897,606,684,1.0
904,606,684,1.0
906,606,684,1.0
908,606,684,2.0
911,606,684,2.0
5113,606,684,1.0
13384,606,685,1.0
13388,606,685,1.0
9795,606,687,1.0
9799,606,687,1.0
9804,606,687,1.0
9806,606,687,1.0
18433,606,687,1.0
18437,606,687,4.0
18580,606,687,1.0
17668,606,689,1.0
18542,606,689,8.0
18554,606,689,1.0
18556,606,689,4.0
18577,606,689,1.0
18583,606,689,2.0
9795,606,691,1.0
9806,606,691,2.0
30632,606,863,1.0
1536,606,1622,1.0
975,606,1657,1.0
30648,607,609,1.0
30634,607,616,1.0
19090,607,623,1.0
19140,607,623,1.0
34620,607,624,1.0
34714,607,624,2.0
35745,607,627,2.0
18406,607,635,1.0
18579,607,635,1.0
30375,607,636,1.0
30380,607,636,1.0
30422,607,636,1.0
30424,607,636,2.0
30431,607,636,1.0
30493,607,636,1.0
31406,607,654,1.0
31493,607,654,8.0
31505,607,654,1.0
31535,607,654,2.0
31551,607,654,2.0
31754,607,654,1.0
31483,607,661,1.0
31494,607,661,2.0
31551,607,661,1.0
17597,607,681,1.0
17599,607,681,1.0
17920,607,681,1.0
18027,607,681,1.0
18034,607,681,1.0
18036,607,681,3.0
18073,607,681,1.0
17297,607,1657,1.0
31393,609,601,1.0
864,609,610,1.0
866,609,610,1.0
869,609,610,1.0
974,609,610,1.0
17978,609,610,3.0
17989,609,610,1.0
18006,609,610,1.0
18009,609,610,1.0
18059,609,610,1.0
18063,609,610,1.0
18069,609,610,1.0
545,609,613,1.0
862,609,613,2.0
865,609,613,2.0
869,609,613,1.0
872,609,613,2.0
876,609,613,1.0
878,609,613,1.0
891,609,613,1.0
894,609,613,4.0
900,609,613,1.0
971,609,613,1.0
973,609,613,1.0
4747,609,613,1.0
5485,609,613,2.0
5488,609,613,2.0
5491,609,613,1.0
5507,609,613,2.0
5530,609,613,2.0
5536,609,613,1.0
5538,609,613,4.0
5543,609,613,1.0
5546,609,613,1.0
5575,609,613,1.0
5577,609,613,1.0
5591,609,613,1.0
5620,609,613,1.0
5623,609,613,1.0
5625,609,613,2.0
5628,609,613,2.0
5631,609,613,2.0
5636,609,613,7.0
5646,609,613,6.0
5655,609,613,1.0
5663,609,613,5.0
5670,609,613,4.0
5695,609,613,2.0
5699,609,613,7.0
5709,609,613,2.0
5712,609,613,3.0
5722,609,613,7.0
5730,609,613,1.0
5737,609,613,4.0
5796,609,613,1.0
5806,609,613,3.0
5834,609,613,1.0
5836,609,613,1.0
5855,609,613,4.0
5860,609,613,1.0
5872,609,613,3.0
5876,609,613,3.0
5881,609,613,1.0
5883,609,613,2.0
5895,609,613,3.0
5914,609,613,1.0
5918,609,613,2.0
5922,609,613,1.0
5941,609,613,1.0
5947,609,613,1.0
5982,609,613,1.0
9521,609,613,1.0
12961,609,613,2.0
18071,609,613,1.0
18622,609,613,1.0
18996,609,613,1.0
30240,609,613,1.0
30259,609,613,2.0
30264,609,613,3.0
30269,609,613,2.0
30272,609,613,1.0
30285,609,613,10.0
30323,609,613,12.0
30338,609,613,1.0
30343,609,613,1.0
30345,609,613,1.0
30349,609,613,3.0
30354,609,613,2.0
30366,609,613,8.0
30375,609,613,11.0
30392,609,613,3.0
30396,609,613,3.0
30403,609,613,1.0
30409,609,613,1.0
30412,609,613,4.0
30430,609,613,5.0
30436,609,613,7.0
30445,609,613,6.0
30461,609,613,1.0
30466,609,613,2.0
30469,609,613,3.0
